,Unnamed: 0,Country,Region,Year,Happiness Rank,Happiness Score,Economy (GDP per Capita),Social Support,Health (Life Expectancy),Freedom (Life Choices),Generosity,Perceptions of Corruption,Happiness Category
667,54,Honduras,Latin America and Caribbean,2022,55,6.022,1.111,0.885,0.555,0.582,0.202,0.076,Average Happiness
668,55,Portugal,Western Europe,2022,56,6.016,1.76,1.078,0.777,0.655,0.016,0.039,Average Happiness
669,56,Argentina,Latin America and Caribbean,2022,57,5.967,1.592,1.102,0.662,0.555,0.081,0.085,Average Happiness
670,57,Greece,Western Europe,2022,58,5.948,1.703,0.98,0.774,0.249,0.015,0.108,Average Happiness
671,58,South Korea,East Asia,2022,59,5.935,1.851,0.886,0.841,0.414,0.111,0.176,Average Happiness
672,59,Philippines,Southeast Asia,2022,60,5.904,1.268,0.912,0.514,0.678,0.107,0.142,Average Happiness
673,60,Thailand,Southeast Asia,2022,61,5.891,1.535,1.096,0.697,0.617,0.321,0.026,Average Happiness
674,61,Moldova,Commonwealth of Independent States,2022,62,5.857,1.417,1.008,0.597,0.561,0.102,0.028,Average Happiness
675,62,Jamaica,Latin America and Caribbean,2022,63,5.85,1.296,1.045,0.646,0.567,0.08,0.053,Average Happiness
676,63,Kyrgyzstan,Commonwealth of Independent States,2022,64,5.828,1.069,1.109,0.638,0.693,0.208,0.025,Average Happiness
677,64,Belarus,Commonwealth of Independent States,2022,65,5.821,1.562,1.157,0.629,0.342,0.04,0.282,Average Happiness
678,65,Colombia,Latin America and Caribbean,2022,66,5.781,1.452,0.929,0.72,0.545,0.087,0.077,Average Happiness
679,66,Bosnia and Herzegovina,Central and Eastern Europe,2022,67,5.768,1.468,1.068,0.665,0.448,0.244,0.006,Average Happiness
680,67,Mongolia,East Asia,2022,68,5.761,1.393,1.197,0.467,0.398,0.247,0.059,Average Happiness
681,68,Dominican Republic,Latin America and Caribbean,2022,69,5.737,1.538,1.003,0.577,0.606,0.084,0.179,Average Happiness
682,69,Malaysia,Southeast Asia,2022,70,5.711,1.689,0.938,0.62,0.654,0.213,0.126,Average Happiness
683,70,Bolivia,Latin America and Caribbean,2022,71,5.6,1.256,0.88,0.555,0.627,0.112,0.064,Average Happiness
684,71,China,East Asia,2022,72,5.585,1.508,0.958,0.705,0.656,0.099,0.142,Average Happiness
685,72,Paraguay,Latin America and Caribbean,2022,73,5.578,1.409,1.13,0.624,0.629,0.171,0.059,Average Happiness
686,73,Peru,Latin America and Caribbean,2022,74,5.559,1.397,0.865,0.735,0.545,0.09,0.037,Average Happiness
687,74,Montenegro,Central and Eastern Europe,2022,75,5.547,1.573,1.023,0.659,0.46,0.135,0.077,Average Happiness
688,75,Ecuador,Latin America and Caribbean,2022,76,5.533,1.352,0.879,0.708,0.565,0.08,0.083,Average Happiness
689,76,Vietnam,Southeast Asia,2022,77,5.485,1.252,0.932,0.611,0.707,0.143,0.105,Average Happiness
690,77,Turkmenistan,Commonwealth of Independent States,2022,78,5.474,1.484,1.319,0.516,0.649,0.314,0.032,Average Happiness
691,78,North Cyprus,Western Europe,2022,79,5.467,1.815,0.888,0.819,0.523,0.13,0.213,Average Happiness
692,79,Russia,Commonwealth of Independent States,2022,80,5.459,1.685,1.095,0.586,0.401,0.117,0.08,Average Happiness
693,80,Hong Kong,East Asia,2022,81,5.425,1.957,0.954,0.942,0.4,0.147,0.383,Average Happiness
694,81,Armenia,Commonwealth of Independent States,2022,82,5.399,1.434,0.82,0.668,0.558,0.054,0.21,Average Happiness
695,82,Tajikistan,Commonwealth of Independent States,2022,83,5.377,0.966,1.005,0.518,0.572,0.118,0.304,Average Happiness
696,83,Nepal,South Asia,2022,84,5.377,0.984,0.784,0.499,0.519,0.237,0.13,Average Happiness
697,84,Bulgaria,Central and Eastern Europe,2022,85,5.371,1.625,1.163,0.64,0.563,0.123,0.021,Average Happiness
698,85,Libya,Middle East and North Africa,2022,86,5.33,1.476,0.943,0.606,0.477,0.106,0.179,Average Happiness
699,86,Indonesia,Southeast Asia,2022,87,5.24,1.382,0.883,0.539,0.62,0.468,0.047,Average Happiness
700,87,Ivory Coast,Sub-Saharan Africa,2022,88,5.235,1.094,0.442,0.322,0.451,0.149,0.124,Average Happiness
701,88,North Macedonia,Central and Eastern Europe,2022,89,5.199,1.505,0.863,0.637,0.488,0.215,0.031,Average Happiness
702,89,Albania,Central and Eastern Europe,2022,90,5.199,1.439,0.646,0.719,0.511,0.138,0.028,Average Happiness
703,90,South Africa,Sub-Saharan Africa,2022,91,5.194,1.425,1.088,0.361,0.442,0.089,0.046,Average Happiness
704,91,Azerbaijan,Commonwealth of Independent States,2022,92,5.173,1.458,1.093,0.56,0.601,0.023,0.341,Average Happiness
705,92,Gambia,Sub-Saharan Africa,2022,93,5.164,0.785,0.621,0.369,0.367,0.388,0.103,Average Happiness
706,93,Bangladesh,South Asia,2022,94,5.155,1.06,0.614,0.581,0.622,0.125,0.187,Average Happiness
707,94,Laos,Southeast Asia,2022,95,5.14,1.239,0.654,0.479,0.679,0.197,0.184,Average Happiness
708,95,Algeria,Middle East and North Africa,2022,96,5.122,1.363,0.97,0.643,0.146,0.106,0.15,Average Happiness
709,96,Liberia,Sub-Saharan Africa,2022,97,5.122,0.636,0.67,0.309,0.405,0.178,0.08,Average Happiness
710,97,Ukraine,Commonwealth of Independent States,2022,98,5.084,1.411,1.081,0.583,0.473,0.188,0.017,Average Happiness
711,98,Republic of the Congo,Sub-Saharan Africa,2022,99,5.075,0.95,0.405,0.355,0.431,0.13,0.146,Average Happiness
712,99,Morocco,Middle East and North Africa,2022,100,5.06,1.208,0.268,0.565,0.492,0.02,0.102,Average Happiness
713,100,Mozambique,Sub-Saharan Africa,2022,101,5.048,0.578,0.66,0.191,0.593,0.185,0.2,Average Happiness
714,101,Cameroon,Sub-Saharan Africa,2022,102,5.048,0.968,0.672,0.317,0.397,0.152,0.074,Average Happiness
715,102,Senegal,Sub-Saharan Africa,2022,103,5.046,0.933,0.53,0.447,0.494,0.143,0.081,Average Happiness
716,103,Niger,Sub-Saharan Africa,2022,104,5.003,0.57,0.56,0.326,0.571,0.165,0.145,Average Happiness
717,104,Georgia,Commonwealth of Independent States,2022,105,4.973,1.467,0.612,0.595,0.508,0.0,0.208,Average Happiness
718,105,Gabon,Sub-Saharan Africa,2022,106,4.958,1.459,0.738,0.396,0.343,0.032,0.099,Average Happiness
719,106,Iraq,Middle East and North Africa,2022,107,4.941,1.289,0.682,0.554,0.328,0.147,0.046,Average Happiness
720,107,Venezuela,Latin America and Caribbean,2022,108,4.925,0.0,0.968,0.578,0.283,0.225,0.082,Average Happiness
721,108,Guinea,Sub-Saharan Africa,2022,109,4.891,0.848,0.566,0.275,0.334,0.214,0.116,Average Happiness
722,109,Iran,Middle East and North Africa,2022,110,4.888,1.41,0.741,0.642,0.281,0.241,0.146,Average Happiness
723,110,Ghana,Sub-Saharan Africa,2022,111,4.872,1.112,0.595,0.409,0.5,0.23,0.056,Average Happiness
724,111,Turkiye,Middle East and North Africa,2022,112,4.744,1.707,0.865,0.702,0.209,0.087,0.115,Average Happiness
725,112,Burkina Faso,Sub-Saharan Africa,2022,113,4.67,0.779,0.565,0.32,0.382,0.186,0.126,Average Happiness
726,113,Cambodia,Southeast Asia,2022,114,4.64,1.019,0.732,0.505,0.74,0.166,0.068,Average Happiness
727,114,Benin,Sub-Saharan Africa,2022,115,4.623,0.932,0.064,0.335,0.479,0.127,0.23,Average Happiness
728,115,Comoros,Sub-Saharan Africa,2022,116,4.609,0.899,0.476,0.424,0.185,0.195,0.125,Average Happiness
729,116,Uganda,Sub-Saharan Africa,2022,117,4.603,0.777,0.875,0.418,0.402,0.222,0.066,Average Happiness
730,117,Nigeria,Sub-Saharan Africa,2022,118,4.552,1.079,0.732,0.3,0.444,0.175,0.038,Average Happiness
731,118,Kenya,Sub-Saharan Africa,2022,119,4.543,1.032,0.605,0.401,0.44,0.322,0.082,Average Happiness
732,119,Tunisia,Middle East and North Africa,2022,120,4.516,1.35,0.596,0.656,0.316,0.029,0.029,Average Happiness
733,120,Pakistan,South Asia,2022,121,4.516,1.049,0.413,0.374,0.448,0.181,0.112,Average Happiness
734,121,State of Palestine,Middle East and North Africa,2022,122,4.483,1.148,0.957,0.521,0.336,0.073,0.079,Low Happiness
735,122,Mali,Sub-Saharan Africa,2022,123,4.479,0.792,0.483,0.311,0.35,0.128,0.042,Low Happiness
736,123,Namibia,Sub-Saharan Africa,2022,124,4.459,1.292,0.877,0.354,0.384,0.067,0.071,Low Happiness
737,124,Eswatini,Sub-Saharan Africa,2022,125,4.396,1.274,0.786,0.197,0.259,0.038,0.154,Low Happiness
738,125,Myanmar,Southeast Asia,2022,126,4.394,1.038,0.829,0.491,0.513,0.452,0.194,Low Happiness
739,126,Sri Lanka,South Asia,2022,127,4.362,1.415,0.934,0.66,0.529,0.15,0.079,Low Happiness
740,127,Madagascar,Sub-Saharan Africa,2022,128,4.339,0.67,0.645,0.378,0.202,0.143,0.154,Low Happiness
741,128,Egypt,Middle East and North Africa,2022,129,4.288,1.388,0.732,0.548,0.469,0.041,0.254,Low Happiness
742,129,Chad,Sub-Saharan Africa,2022,130,4.251,0.662,0.506,0.225,0.18,0.182,0.077,Low Happiness
743,130,Ethiopia,Sub-Saharan Africa,2022,131,4.241,0.788,0.809,0.457,0.472,0.205,0.136,Low Happiness
744,131,Yemen,Middle East and North Africa,2022,132,4.197,0.691,1.043,0.384,0.33,0.09,0.098,Low Happiness
745,132,Mauritania,Sub-Saharan Africa,2022,133,4.153,1.1,0.865,0.45,0.304,0.088,0.138,Low Happiness
746,133,Jordan,Middle East and North Africa,2022,134,4.152,1.324,0.724,0.675,0.476,0.058,0.2,Low Happiness
747,134,Togo,Sub-Saharan Africa,2022,135,4.112,0.771,0.322,0.36,0.292,0.174,0.132,Low Happiness
748,135,India,South Asia,2022,136,3.777,1.167,0.376,0.471,0.647,0.198,0.123,Low Happiness
749,136,Zambia,Sub-Saharan Africa,2022,137,3.76,0.93,0.577,0.306,0.525,0.203,0.083,Low Happiness
750,137,Malawi,Sub-Saharan Africa,2022,138,3.75,0.648,0.279,0.388,0.477,0.14,0.157,Low Happiness
751,138,Tanzania,Sub-Saharan Africa,2022,139,3.702,0.848,0.597,0.425,0.578,0.248,0.27,Low Happiness
752,139,Sierra Leone,Sub-Saharan Africa,2022,140,3.574,0.686,0.416,0.273,0.387,0.202,0.055,Low Happiness
753,140,Lesotho,Sub-Saharan Africa,2022,141,3.512,0.839,0.848,0.0,0.419,0.076,0.018,Low Happiness
754,141,Botswana,Sub-Saharan Africa,2022,142,3.471,1.503,0.815,0.28,0.571,0.012,0.102,Low Happiness
755,142,Rwanda,Sub-Saharan Africa,2022,143,3.268,0.785,0.133,0.462,0.621,0.187,0.544,Low Happiness
756,143,Zimbabwe,Sub-Saharan Africa,2022,144,2.995,0.947,0.69,0.27,0.329,0.106,0.105,Low Happiness
757,144,Lebanon,Middle East and North Africa,2022,145,2.955,1.392,0.498,0.631,0.103,0.082,0.034,Low Happiness
758,145,Afghanistan,South Asia,2022,146,2.404,0.758,0.0,0.289,0.0,0.089,0.005,Low Happiness
759,0,Finland,Western Europe,2023,1,7.804,1.888,1.585,0.535,0.772,0.126,0.535,High Happiness
760,1,Denmark,Western Europe,2023,2,7.586,1.949,1.548,0.537,0.734,0.208,0.525,High Happiness
761,2,Iceland,Western Europe,2023,3,7.53,1.926,1.62,0.559,0.738,0.25,0.187,High Happiness
762,3,Israel,Middle East and North Africa,2023,4,7.473,1.833,1.521,0.577,0.569,0.124,0.158,High Happiness
763,4,Netherlands,Western Europe,2023,5,7.403,1.942,1.488,0.545,0.672,0.251,0.394,High Happiness
764,5,Sweden,Western Europe,2023,6,7.395,1.921,1.51,0.562,0.754,0.225,0.52,High Happiness
765,6,Norway,Western Europe,2023,7,7.315,1.994,1.521,0.544,0.752,0.212,0.463,High Happiness
766,7,Switzerland,Western Europe,2023,8,7.24,2.022,1.463,0.582,0.678,0.151,0.475,High Happiness
767,8,Luxembourg,Western Europe,2023,9,7.228,2.2,1.357,0.549,0.71,0.149,0.418,High Happiness
768,9,New Zealand,North America and ANZ,2023,10,7.123,1.842,1.544,0.513,0.672,0.23,0.471,High Happiness
769,10,Austria,Western Europe,2023,11,7.097,1.927,1.382,0.535,0.63,0.191,0.31,High Happiness
770,11,Australia,North America and ANZ,2023,12,7.095,1.899,1.497,0.532,0.677,0.242,0.31,High Happiness
771,12,Canada,North America and ANZ,2023,13,6.961,1.881,1.484,0.541,0.656,0.218,0.364,High Happiness
772,13,Ireland,Western Europe,2023,14,6.911,2.152,1.425,0.539,0.656,0.186,0.409,High Happiness
773,14,United States,North America and ANZ,2023,15,6.894,1.98,1.46,0.39,0.557,0.21,0.172,High Happiness
774,15,Germany,Western Europe,2023,16,6.892,1.919,1.401,0.539,0.618,0.153,0.365,High Happiness
775,16,Belgium,Western Europe,2023,17,6.859,1.907,1.449,0.528,0.59,0.137,0.273,High Happiness
776,17,Czech Republic,Central and Eastern Europe,2023,18,6.845,1.823,1.544,0.477,0.693,0.158,0.05,High Happiness
777,18,United Kingdom,Western Europe,2023,19,6.796,1.857,1.366,0.511,0.626,0.272,0.34,High Happiness
778,19,Lithuania,Central and Eastern Europe,2023,20,6.763,1.808,1.511,0.432,0.487,0.059,0.089,High Happiness
779,20,France,Western Europe,2023,21,6.661,1.856,1.433,0.566,0.582,0.083,0.27,High Happiness
780,21,Slovenia,Central and Eastern Europe,2023,22,6.65,1.815,1.539,0.532,0.707,0.144,0.113,High Happiness
781,22,Costa Rica,Latin America and Caribbean,2023,23,6.609,1.587,1.34,0.503,0.683,0.099,0.116,High Happiness
782,23,Romania,Central and Eastern Europe,2023,24,6.589,1.726,1.28,0.423,0.631,0.044,0.0,High Happiness
783,24,Singapore,Southeast Asia,2023,25,6.587,2.168,1.354,0.607,0.66,0.17,0.561,High Happiness
784,25,United Arab Emirates,Middle East and North Africa,2023,26,6.571,2.015,1.223,0.401,0.745,0.188,0.247,High Happiness
785,26,Taiwan,East Asia,2023,27,6.535,1.89,1.372,0.492,0.562,0.067,0.178,High Happiness
786,27,Uruguay,Latin America and Caribbean,2023,28,6.494,1.617,1.445,0.435,0.683,0.102,0.254,Average Happiness
787,28,Slovakia,Central and Eastern Europe,2023,29,6.469,1.731,1.544,0.472,0.494,0.128,0.022,Average Happiness
788,29,Saudi Arabia,Middle East and North Africa,2023,30,6.463,1.861,1.37,0.351,0.682,0.093,0.17,Average Happiness
789,30,Estonia,Central and Eastern Europe,2023,31,6.455,1.798,1.526,0.494,0.728,0.153,0.372,Average Happiness
790,31,Spain,Western Europe,2023,32,6.436,1.798,1.491,0.567,0.533,0.101,0.157,Average Happiness
791,32,Italy,Western Europe,2023,33,6.405,1.832,1.365,0.559,0.438,0.097,0.063,Average Happiness
792,33,Kosovo,Central and Eastern Europe,2023,34,6.368,1.374,1.269,0.372,0.639,0.275,0.045,Average Happiness
793,34,Chile,Latin America and Caribbean,2023,35,6.334,1.645,1.384,0.511,0.546,0.131,0.076,Average Happiness
794,35,Mexico,Latin America and Caribbean,2023,36,6.33,1.55,1.169,0.389,0.632,0.086,0.115,Average Happiness
795,36,Malta,Western Europe,2023,37,6.3,1.841,1.468,0.547,0.671,0.2,0.143,Average Happiness
796,37,Panama,Latin America and Caribbean,2023,38,6.265,1.714,1.402,0.475,0.63,0.065,0.036,Average Happiness
797,38,Poland,Central and Eastern Europe,2023,39,6.26,1.767,1.474,0.477,0.511,0.12,0.139,Average Happiness
798,39,Nicaragua,Latin America and Caribbean,2023,40,6.259,1.109,1.292,0.385,0.66,0.148,0.218,Average Happiness
799,40,Latvia,Central and Eastern Europe,2023,41,6.213,1.737,1.505,0.405,0.58,0.107,0.071,Average Happiness
800,41,Bahrain,Middle East and North Africa,2023,42,6.173,1.883,1.269,0.389,0.748,0.199,0.138,Average Happiness
801,42,Guatemala,Latin America and Caribbean,2023,43,6.15,1.287,1.188,0.31,0.631,0.106,0.066,Average Happiness
802,43,Kazakhstan,Commonwealth of Independent States,2023,44,6.144,1.664,1.491,0.389,0.628,0.136,0.149,Average Happiness
803,44,Serbia,Central and Eastern Europe,2023,44,6.144,1.552,1.343,0.424,0.617,0.246,0.081,Average Happiness
804,45,Cyprus,Western Europe,2023,46,6.13,1.824,1.224,0.58,0.455,0.104,0.05,Average Happiness
805,46,Japan,East Asia,2023,47,6.129,1.825,1.396,0.622,0.556,0.009,0.207,Average Happiness
806,47,Croatia,Central and Eastern Europe,2023,48,6.125,1.727,1.455,0.475,0.5,0.087,0.003,Average Happiness
807,48,Brazil,Latin America and Caribbean,2023,48,6.125,1.454,1.25,0.387,0.558,0.131,0.137,Average Happiness
808,49,El Salvador,Latin America and Caribbean,2023,50,6.122,1.278,1.044,0.383,0.713,0.079,0.222,Average Happiness
809,50,Hungary,Central and Eastern Europe,2023,51,6.041,1.754,1.519,0.435,0.501,0.105,0.065,Average Happiness
810,51,Argentina,Latin America and Caribbean,2023,52,6.024,1.59,1.388,0.427,0.587,0.088,0.082,Average Happiness
811,52,Honduras,Latin America and Caribbean,2023,53,6.023,1.115,1.072,0.341,0.613,0.189,0.062,Average Happiness
812,53,Uzbekistan,Commonwealth of Independent States,2023,54,6.014,1.227,1.347,0.375,0.74,0.26,0.208,Average Happiness
813,54,Malaysia,Southeast Asia,2023,55,6.012,1.665,1.155,0.385,0.659,0.222,0.122,Average Happiness
814,55,Portugal,Western Europe,2023,56,5.968,1.758,1.356,0.537,0.693,0.031,0.037,Average Happiness
815,56,South Korea,East Asia,2023,57,5.951,1.853,1.188,0.603,0.446,0.112,0.163,Average Happiness
816,57,Greece,Western Europe,2023,58,5.931,1.708,1.247,0.535,0.248,0.008,0.097,Average Happiness
817,58,Mauritius,Sub-Saharan Africa,2023,59,5.902,1.589,1.382,0.336,0.574,0.121,0.11,Average Happiness
818,59,Thailand,Southeast Asia,2023,60,5.843,1.515,1.344,0.461,0.624,0.291,0.013,Average Happiness
819,60,Mongolia,East Asia,2023,61,5.84,1.379,1.494,0.244,0.425,0.239,0.058,Average Happiness
820,61,Kyrgyzstan,Commonwealth of Independent States,2023,62,5.825,1.061,1.439,0.417,0.735,0.234,0.018,Average Happiness
821,62,Moldova,Commonwealth of Independent States,2023,63,5.819,1.425,1.302,0.375,0.61,0.093,0.02,Average Happiness
822,63,China,East Asia,2023,64,5.818,1.51,1.249,0.468,0.666,0.115,0.145,Average Happiness
823,64,Vietnam,Southeast Asia,2023,65,5.763,1.349,1.212,0.381,0.741,0.134,0.122,Average Happiness
824,65,Paraguay,Latin America and Caribbean,2023,66,5.738,1.428,1.427,0.392,0.678,0.148,0.062,Average Happiness
825,66,Montenegro,Central and Eastern Europe,2023,67,5.722,1.537,1.385,0.424,0.563,0.17,0.061,Average Happiness
826,67,Jamaica,Latin America and Caribbean,2023,68,5.703,1.305,1.329,0.411,0.587,0.079,0.039,Average Happiness
827,68,Bolivia,Latin America and Caribbean,2023,69,5.684,1.24,1.187,0.329,0.648,0.103,0.06,Average Happiness
828,69,Russia,Commonwealth of Independent States,2023,70,5.661,1.68,1.383,0.366,0.449,0.12,0.091,Average Happiness
829,70,Bosnia and Herzegovina,Central and Eastern Europe,2023,71,5.633,1.467,1.361,0.429,0.485,0.247,0.008,Average Happiness
830,71,Colombia,Latin America and Caribbean,2023,72,5.63,1.455,1.213,0.486,0.562,0.08,0.068,Average Happiness
831,72,Dominican Republic,Latin America and Caribbean,2023,73,5.569,1.536,1.227,0.351,0.623,0.083,0.195,Average Happiness
832,73,Ecuador,Latin America and Caribbean,2023,74,5.559,1.343,1.173,0.476,0.56,0.079,0.069,Average Happiness
833,74,Peru,Latin America and Caribbean,2023,75,5.526,1.39,1.153,0.499,0.549,0.073,0.027,Average Happiness
834,75,Philippines,Southeast Asia,2023,76,5.523,1.238,1.108,0.286,0.714,0.104,0.141,Average Happiness
835,76,Bulgaria,Central and Eastern Europe,2023,77,5.466,1.635,1.457,0.408,0.557,0.106,0.013,Average Happiness
836,77,Nepal,South Asia,2023,78,5.36,0.979,1.027,0.281,0.567,0.215,0.104,Average Happiness
837,78,Armenia,Commonwealth of Independent States,2023,79,5.342,1.466,1.134,0.443,0.551,0.053,0.16,Average Happiness
838,79,Tajikistan,Commonwealth of Independent States,2023,80,5.33,0.972,1.248,0.291,0.599,0.104,0.292,Average Happiness
839,80,Algeria,Middle East and North Africa,2023,81,5.329,1.353,1.298,0.409,0.252,0.073,0.152,Average Happiness
840,81,Hong Kong,East Asia,2023,82,5.308,1.951,1.201,0.702,0.407,0.123,0.39,Average Happiness
841,82,Albania,Central and Eastern Europe,2023,83,5.277,1.449,0.951,0.48,0.549,0.133,0.037,Average Happiness
842,83,Indonesia,Southeast Asia,2023,83,5.277,1.384,1.169,0.314,0.663,0.422,0.038,Average Happiness
843,84,South Africa,Sub-Saharan Africa,2023,85,5.275,1.417,1.428,0.149,0.464,0.09,0.019,Average Happiness
844,85,Republic of the Congo,Sub-Saharan Africa,2023,86,5.267,0.921,0.665,0.145,0.464,0.134,0.136,Average Happiness
845,86,North Macedonia,Central and Eastern Europe,2023,87,5.254,1.498,1.171,0.408,0.515,0.207,0.02,Average Happiness
846,87,Venezuela,Latin America and Caribbean,2023,88,5.211,0.0,1.257,0.341,0.369,0.205,0.084,Average Happiness
847,88,Laos,Southeast Asia,2023,89,5.111,1.232,0.853,0.257,0.715,0.185,0.162,Average Happiness
848,89,Georgia,Commonwealth of Independent States,2023,90,5.109,1.477,0.947,0.366,0.539,0.0,0.201,Average Happiness
849,90,Guinea,Sub-Saharan Africa,2023,91,5.072,0.844,0.776,0.072,0.369,0.204,0.102,Average Happiness
850,91,Ukraine,Commonwealth of Independent States,2023,92,5.071,1.358,1.354,0.355,0.551,0.265,0.016,Average Happiness
851,92,Ivory Coast,Sub-Saharan Africa,2023,93,5.053,1.094,0.584,0.12,0.467,0.138,0.131,Average Happiness
852,93,Gabon,Sub-Saharan Africa,2023,94,5.035,1.438,1.021,0.183,0.346,0.036,0.102,Average Happiness
853,94,Nigeria,Sub-Saharan Africa,2023,95,4.981,1.065,1.007,0.092,0.448,0.176,0.013,Average Happiness
854,95,Cameroon,Sub-Saharan Africa,2023,96,4.973,0.965,0.871,0.118,0.405,0.144,0.059,Average Happiness
855,96,Mozambique,Sub-Saharan Africa,2023,97,4.954,0.57,0.885,0.0,0.625,0.161,0.192,Average Happiness
856,97,Iraq,Middle East and North Africa,2023,98,4.941,1.281,0.953,0.324,0.351,0.134,0.038,Average Happiness
857,99,Morocco,Middle East and North Africa,2023,100,4.903,1.236,0.535,0.337,0.54,0.013,0.085,Average Happiness
858,100,Iran,Middle East and North Africa,2023,101,4.876,1.465,1.102,0.411,0.281,0.229,0.13,Average Happiness
859,101,Senegal,Sub-Saharan Africa,2023,102,4.855,0.943,0.727,0.231,0.519,0.142,0.06,Average Happiness
860,102,Mauritania,Sub-Saharan Africa,2023,103,4.724,1.099,0.764,0.244,0.32,0.13,0.195,Average Happiness
861,103,Burkina Faso,Sub-Saharan Africa,2023,104,4.638,0.768,0.814,0.107,0.419,0.188,0.113,Average Happiness
862,104,Namibia,Sub-Saharan Africa,2023,105,4.631,1.289,1.126,0.145,0.383,0.069,0.071,Average Happiness
863,105,Turkiye,Middle East and North Africa,2023,106,4.614,1.714,1.148,0.467,0.125,0.095,0.096,Average Happiness
864,106,Ghana,Sub-Saharan Africa,2023,107,4.605,1.101,0.756,0.197,0.526,0.211,0.035,Average Happiness
865,107,Pakistan,South Asia,2023,108,4.555,1.081,0.657,0.158,0.511,0.141,0.102,Average Happiness
866,108,Niger,Sub-Saharan Africa,2023,109,4.501,0.561,0.628,0.137,0.54,0.154,0.14,Average Happiness
867,109,Tunisia,Middle East and North Africa,2023,110,4.497,1.333,0.981,0.422,0.259,0.022,0.016,Low Happiness
868,110,Kenya,Sub-Saharan Africa,2023,111,4.487,1.051,0.881,0.19,0.418,0.291,0.055,Low Happiness
869,111,Sri Lanka,South Asia,2023,112,4.442,1.422,1.224,0.426,0.539,0.12,0.086,Low Happiness
870,112,Uganda,Sub-Saharan Africa,2023,113,4.432,0.785,1.144,0.201,0.425,0.197,0.051,Low Happiness
871,113,Chad,Sub-Saharan Africa,2023,114,4.397,0.622,0.962,0.043,0.393,0.255,0.088,Low Happiness
872,114,Cambodia,Southeast Asia,2023,115,4.393,1.025,1.024,0.283,0.768,0.176,0.051,Low Happiness
873,115,Benin,Sub-Saharan Africa,2023,116,4.374,0.924,0.242,0.124,0.481,0.114,0.253,Low Happiness
874,116,Myanmar,Southeast Asia,2023,117,4.372,1.032,1.125,0.269,0.46,0.4,0.194,Low Happiness
875,117,Bangladesh,South Asia,2023,118,4.282,1.133,0.513,0.355,0.617,0.139,0.165,Low Happiness
876,118,Gambia,Sub-Saharan Africa,2023,119,4.279,0.761,0.614,0.174,0.286,0.332,0.033,Low Happiness
877,119,Mali,Sub-Saharan Africa,2023,120,4.198,0.763,0.637,0.106,0.441,0.121,0.059,Low Happiness
878,120,Egypt,Middle East and North Africa,2023,121,4.17,1.377,0.972,0.326,0.467,0.038,0.25,Low Happiness
879,121,Togo,Sub-Saharan Africa,2023,122,4.137,0.77,0.642,0.161,0.367,0.149,0.136,Low Happiness
880,122,Jordan,Middle East and North Africa,2023,123,4.12,1.292,0.98,0.438,0.517,0.056,0.173,Low Happiness
881,123,Ethiopia,Sub-Saharan Africa,2023,124,4.091,0.793,1.114,0.25,0.451,0.283,0.101,Low Happiness
882,124,Liberia,Sub-Saharan Africa,2023,125,4.042,0.628,0.644,0.141,0.471,0.219,0.071,Low Happiness
883,125,India,South Asia,2023,126,4.036,1.159,0.674,0.252,0.685,0.175,0.111,Low Happiness
884,126,Madagascar,Sub-Saharan Africa,2023,127,4.019,0.632,0.779,0.178,0.187,0.177,0.134,Low Happiness
885,127,Zambia,Sub-Saharan Africa,2023,128,3.982,0.914,0.89,0.095,0.545,0.189,0.08,Low Happiness
886,128,Tanzania,Sub-Saharan Africa,2023,129,3.694,0.836,0.787,0.214,0.607,0.234,0.269,Low Happiness
887,129,Comoros,Sub-Saharan Africa,2023,130,3.545,0.914,0.327,0.215,0.117,0.129,0.145,Low Happiness
888,130,Malawi,Sub-Saharan Africa,2023,131,3.495,0.637,0.479,0.189,0.49,0.139,0.129,Low Happiness
889,131,Botswana,Sub-Saharan Africa,2023,132,3.435,1.471,1.041,0.087,0.48,0.021,0.071,Low Happiness
890,132,Democratic Republic of the Congo,Sub-Saharan Africa,2023,133,3.207,0.531,0.784,0.105,0.375,0.183,0.068,Low Happiness
891,133,Zimbabwe,Sub-Saharan Africa,2023,134,3.204,0.758,0.881,0.069,0.363,0.112,0.117,Low Happiness
892,134,Sierra Leone,Sub-Saharan Africa,2023,135,3.138,0.67,0.54,0.092,0.371,0.193,0.051,Low Happiness
893,135,Lebanon,Middle East and North Africa,2023,136,2.392,1.417,0.476,0.398,0.123,0.061,0.027,Low Happiness
894,136,Afghanistan,South Asia,2023,137,1.859,0.645,0.0,0.087,0.0,0.093,0.059,Low Happiness
